ticker,price_date,open,high,low,close,volume
AAPL,2026-05-26,228.34,228.81,227.69,228.48,58301229
AAPL,2026-05-27,225.69,228.38,224.57,225.79,20247869
AAPL,2026-05-28,227.97,229.29,227.39,228.34,27327170
AAPL,2026-05-29,227.18,228.06,226.3,227.06,24589873
AAPL,2026-06-01,221.22,221.85,220.26,221.7,33397491
AAPL,2026-06-02,223.03,223.97,221.94,223.74,39247947
AAPL,2026-06-03,216.91,218.44,216.76,218.08,55488597
AAPL,2026-06-04,213.5,214.83,212.6,213.75,33062498
AAPL,2026-06-05,215.81,218.02,215.11,216.59,54904035
AAPL,2026-06-08,214.51,217.07,214.27,215.3,9175671
AAPL,2026-06-09,211.04,211.21,211.02,211.09,14776816
AAPL,2026-06-10,213.88,215.99,212.8,214.18,7987098
AAPL,2026-06-11,214.6,215.94,211.98,213.59,49236634
AAPL,2026-06-12,212.28,213.25,211.84,212.52,7193762
AAPL,2026-06-15,214.36,215.04,213.85,214.75,52031256
AAPL,2026-06-16,214.93,215.9,213.72,215.18,16298231
AAPL,2026-06-17,214.77,215.67,214.1,215.18,16220491
AAPL,2026-06-18,211.93,213.31,211.59,212.83,12595593
AAPL,2026-06-19,210.72,213.03,210.38,212.72,38186858
AAPL,2026-06-22,214.54,215.63,211.57,212.94,34170865
AAPL,2026-06-23,217.13,217.14,214.95,215.69,32385106
AAPL,2026-06-24,214.3,214.42,212.83,213.76,12848381
AAPL,2026-06-25,217.94,219.48,214.97,216.68,17720677
AAPL,2026-06-26,218.34,220.04,217.58,218.99,21777797
AAPL,2026-06-29,212.09,213.77,211.56,213.24,51850254
AAPL,2026-06-30,217.44,218.67,214.93,215.54,32396291
MSFT,2026-01-01,420.35,422.89,417.81,420.58,14907018
MSFT,2026-01-02,418.74,420.15,417.94,418.59,9190924
MSFT,2026-01-05,422.75,427.23,422.21,422.58,26778223
MSFT,2026-01-06,431.5,434.43,429.15,429.72,18940735
MSFT,2026-01-07,432.02,434.48,430.72,433.84,59851424
MSFT,2026-01-08,440.76,441.23,438.63,441.08,48114922
MSFT,2026-01-09,439.73,443.71,436.9,437.44,25056415
MSFT,2026-01-12,435.82,438.44,431.71,436.56,25768537
MSFT,2026-01-13,432.44,433.41,427.58,431.59,11184790
MSFT,2026-01-14,440.49,443.74,440.18,441.81,16243028
MSFT,2026-01-15,444.61,445.55,442.34,445.03,24320718
MSFT,2026-01-16,456.51,457.9,453.33,455.09,27240797
MSFT,2026-01-19,459.1,461.46,457.66,458.55,33859526
MSFT,2026-01-20,442.99,447.34,442.87,443.39,58649288
MSFT,2026-01-21,444.53,445.29,440.46,441.76,36850776
MSFT,2026-01-22,445.17,446.59,443.58,444.5,55901590
MSFT,2026-01-23,443.9,445.21,441.97,442.26,19098799
MSFT,2026-01-26,443.59,443.86,441.63,443.18,11982633
MSFT,2026-01-27,436.16,438.84,435.22,436.52,48290275
MSFT,2026-01-28,435.91,436.62,432.48,435.91,58123131
MSFT,2026-01-29,435.08,437.54,431.95,433.05,15027385
MSFT,2026-01-30,432.7,434.28,429.72,433.94,6464924
MSFT,2026-02-02,427.24,430.26,426.47,428.94,23090602
MSFT,2026-02-03,434.82,437.21,432.18,433.34,28410043
MSFT,2026-02-04,439.86,441.2,430.92,436.48,23280398
MSFT,2026-02-05,432.47,433.94,429.8,433.61,24403033
MSFT,2026-02-06,421.82,425.18,418.59,424.13,40489942
MSFT,2026-02-09,431.45,434.64,428.39,433.25,53226238
MSFT,2026-02-10,434.31,437.68,433.12,436.38,26857991
MSFT,2026-02-11,427.35,428.53,422.78,423.86,28783718
MSFT,2026-02-12,415.61,418.32,414.31,415.94,22214059
MSFT,2026-02-13,414.37,414.51,407.09,411.11,46446705
MSFT,2026-02-16,414.61,417.66,414.58,417.3,19343750
MSFT,2026-02-17,417.74,419.63,415.93,418.57,14265713
MSFT,2026-02-18,421.62,422.73,419.01,421.28,34723384
MSFT,2026-02-19,431.72,436.11,431.2,431.57,41598523
MSFT,2026-02-20,431.23,432.73,427.36,430.49,36142570
MSFT,2026-02-23,435.94,437.79,433.92,434.89,26322584
MSFT,2026-02-24,425.38,427.01,422.44,426.53,49620460
MSFT,2026-02-25,433.13,435.07,430.26,433.31,46622898
MSFT,2026-02-26,434.52,436.75,433.41,435.43,56425375
MSFT,2026-02-27,429.73,430.82,428.01,428.56,24744900
MSFT,2026-03-02,418.47,418.5,415.56,417.9,32386175
MSFT,2026-03-03,419.04,422.52,418.86,421.03,22434743
MSFT,2026-03-04,434.15,435.83,432.78,434.16,18995292
MSFT,2026-03-05,436.83,439.29,431.35,437.99,8760266
MSFT,2026-03-06,438.2,443.12,436.45,440.19,14748381
MSFT,2026-03-09,438.96,441.02,437.83,438.21,7760356
MSFT,2026-03-10,435.72,437.55,432.96,435.25,42804699
MSFT,2026-03-11,427.31,429.53,426.12,427.56,23746698
MSFT,2026-03-12,416.09,420.06,413.35,418.92,52368815
MSFT,2026-03-13,419.81,423.27,419.38,419.59,59143105
MSFT,2026-03-16,427.08,427.28,423.77,426.15,21435793
MSFT,2026-03-17,432.73,433.87,430.37,433.03,15723882
MSFT,2026-03-18,420.03,424.68,419.12,421.72,33812998
MSFT,2026-03-19,415.78,415.93,412.93,412.97,56592238
MSFT,2026-03-20,408.46,408.79,405.56,406.61,26984045
MSFT,2026-03-23,409.08,411.03,408.19,408.79,18559734
MSFT,2026-03-24,400.04,404.11,397.39,401.63,58952401
MSFT,2026-03-25,406.43,408.59,404.63,405.03,46490854
MSFT,2026-03-26,404.75,406.45,402.68,406.15,12796098
MSFT,2026-03-27,413.65,413.95,405.6,408.91,36529558
MSFT,2026-03-30,413.16,414.68,412.27,413.28,59547364
MSFT,2026-03-31,412.83,415.43,409.81,413.89,49175793
MSFT,2026-04-01,420.29,421.96,416.65,418.39,15968935
MSFT,2026-04-02,423.12,423.68,420.77,421.95,38881527
MSFT,2026-04-03,429.07,430.82,427.27,429.63,28714124
MSFT,2026-04-06,425.3,431.18,423.94,429.86,11836864
MSFT,2026-04-07,435.39,438.75,431.06,435.32,43533241
MSFT,2026-04-08,442.93,443.23,438.51,442.69,9859208
MSFT,2026-04-09,455.5,456.36,451.73,453.39,36943049
MSFT,2026-04-10,452.19,456.07,450.53,453.97,6189186
MSFT,2026-04-13,459.71,462.61,457.33,461.6,56362046
MSFT,2026-04-14,455.07,458.01,451.21,456.38,11967540
MSFT,2026-04-15,467.82,471.71,459.03,464.17,42999823
MSFT,2026-04-16,466.81,469.15,463.45,463.56,26916221
MSFT,2026-04-17,459.78,469.71,458.93,463.96,51601547
MSFT,2026-04-20,455.35,458.6,454.41,454.83,39285067
MSFT,2026-04-21,459.14,463.64,457.99,462.03,46356419
MSFT,2026-04-22,454.11,459.68,453.21,457.48,39563514
MSFT,2026-04-23,454.43,458.23,452.84,456.34,56818374
MSFT,2026-04-24,446.85,448.3,444.88,448.11,19072549
MSFT,2026-04-27,438.16,442.08,435.84,438.6,10432619
MSFT,2026-04-28,440.31,444.09,439.18,441.51,54421695
MSFT,2026-04-29,441.35,447.0,438.05,439.48,31250501
MSFT,2026-04-30,438.2,439.9,436.49,438.04,5694394
MSFT,2026-05-01,431.78,432.47,429.98,431.6,17169967
MSFT,2026-05-04,423.88,424.17,422.64,424.07,29878422
MSFT,2026-05-05,416.82,418.88,414.07,418.74,17335964
MSFT,2026-05-06,423.73,424.51,421.05,422.02,56964053
MSFT,2026-05-07,426.98,427.33,423.44,426.13,58278156
MSFT,2026-05-08,426.23,427.94,425.28,426.32,7874944
MSFT,2026-05-11,432.14,433.1,430.45,432.13,42523410
MSFT,2026-05-12,437.31,438.48,432.03,436.9,50609607
MSFT,2026-05-13,440.59,443.08,433.43,437.13,18505708
MSFT,2026-05-14,444.09,444.28,440.9,443.69,54493446
MSFT,2026-05-15,449.41,453.2,447.71,451.84,57595889
MSFT,2026-05-18,448.69,449.66,445.19,447.05,30918758
MSFT,2026-05-19,438.48,441.41,438.12,441.17,37470050
MSFT,2026-05-20,436.73,440.29,434.47,438.91,46480677
MSFT,2026-05-21,442.8,443.02,436.19,440.12,57694208
MSFT,2026-05-22,432.21,434.2,429.04,433.41,59316580
MSFT,2026-05-25,435.74,438.24,432.46,436.51,43659798
MSFT,2026-05-26,443.4,444.14,436.23,439.72,33440519
MSFT,2026-05-27,434.1,435.85,432.26,432.69,44921553
MSFT,2026-05-28,440.34,441.03,436.03,437.64,12695055
MSFT,2026-05-29,455.65,457.54,449.29,453.95,50729905
MSFT,2026-06-01,454.18,460.84,452.92,458.71,48267811
MSFT,2026-06-02,459.07,462.19,458.01,459.72,32401932
MSFT,2026-06-03,456.99,457.41,450.87,454.73,10894212
MSFT,2026-06-04,447.24,449.43,441.47,444.04,44577650
MSFT,2026-06-05,447.33,450.38,441.35,444.54,29743277
MSFT,2026-06-08,445.05,445.91,443.72,445.13,44047890
MSFT,2026-06-09,446.03,448.83,442.42,444.84,34963427
MSFT,2026-06-10,438.39,440.23,435.66,436.72,47209350
MSFT,2026-06-11,440.11,440.71,437.42,438.93,36069755
MSFT,2026-06-12,443.95,443.99,440.96,443.55,17666858
MSFT,2026-06-15,454.14,457.62,451.74,453.65,5119296
MSFT,2026-06-16,452.79,461.11,449.75,455.39,53909610
MSFT,2026-06-17,446.13,451.48,445.29,450.46,14796399
MSFT,2026-06-18,446.82,449.38,440.94,445.47,19898065
MSFT,2026-06-19,433.27,436.25,432.82,435.85,26099030
MSFT,2026-06-22,446.4,448.83,446.09,447.48,18270708
MSFT,2026-06-23,442.31,449.86,440.27,445.14,30677325
MSFT,2026-06-24,446.57,446.72,442.44,443.0,47952528
MSFT,2026-06-25,454.25,454.86,450.08,452.48,33654420
MSFT,2026-06-26,445.99,449.78,442.75,449.66,7773376
MSFT,2026-06-29,459.7,465.01,458.01,460.35,27475804
MSFT,2026-06-30,461.35,462.45,461.33,461.53,12824532
JPM,2026-01-01,211.01,213.8,210.92,212.4,47112245
JPM,2026-01-02,216.77,218.34,214.72,215.92,23542215
JPM,2026-01-05,213.32,214.95,212.54,214.16,35785616
JPM,2026-01-06,212.05,212.47,211.19,212.43,59436397
JPM,2026-01-07,213.37,213.41,213.06,213.11,24299879
JPM,2026-01-08,212.9,215.55,212.7,213.78,23299148
JPM,2026-01-09,208.82,210.65,207.51,208.72,51755348
JPM,2026-01-12,204.89,205.29,203.94,204.78,55976499
JPM,2026-01-13,201.78,203.02,200.64,202.39,33880592
JPM,2026-01-14,202.34,202.9,201.5,201.75,52728720
JPM,2026-01-15,199.03,199.34,198.63,198.9,6792778
JPM,2026-01-16,198.87,199.53,196.36,197.92,40006078
JPM,2026-01-19,198.28,199.38,197.9,199.01,6619933
JPM,2026-01-20,197.24,198.53,195.72,197.26,57928942
JPM,2026-01-21,199.31,199.61,198.83,198.96,41120165
JPM,2026-01-22,197.86,198.56,197.71,198.42,43998130
JPM,2026-01-23,194.27,196.22,193.11,195.22,43958023
JPM,2026-01-26,198.86,199.28,197.83,198.51,42931470
JPM,2026-01-27,201.4,202.41,200.26,201.25,41358540
JPM,2026-01-28,198.15,198.63,197.89,198.34,7559499
JPM,2026-01-29,202.39,205.01,201.44,202.61,28219125
JPM,2026-01-30,198.13,198.96,197.07,198.67,26107999
JPM,2026-02-02,200.56,201.48,198.61,201.32,44598565
JPM,2026-02-03,197.47,197.93,197.06,197.45,37247774
JPM,2026-02-04,196.14,196.35,195.31,195.65,36871266
JPM,2026-02-05,189.36,189.92,188.59,188.93,11077411
JPM,2026-02-06,187.35,188.31,187.13,187.35,34516081
JPM,2026-02-09,187.79,187.97,187.33,187.44,21154753
JPM,2026-02-10,184.98,186.33,184.95,185.82,57718268
JPM,2026-02-11,185.77,186.32,185.13,185.97,46352346
JPM,2026-02-12,185.47,186.54,184.65,186.11,28045782
JPM,2026-02-13,186.18,186.79,185.72,186.12,59090654
JPM,2026-02-16,188.83,190.23,187.67,189.08,54365671
JPM,2026-02-17,187.65,188.09,186.68,187.17,27266623
JPM,2026-02-18,184.22,186.11,182.72,185.07,38090153
JPM,2026-02-19,182.77,184.45,182.54,183.65,12632773
JPM,2026-02-20,183.46,185.73,182.32,184.48,41385428
JPM,2026-02-23,185.38,186.26,184.52,185.83,46398357
JPM,2026-02-24,182.25,182.63,182.22,182.61,48457222
JPM,2026-02-25,183.58,183.69,182.94,183.4,46668511
JPM,2026-02-26,180.9,181.43,179.99,180.19,59497345
JPM,2026-02-27,176.9,179.39,176.13,178.44,48984166
JPM,2026-03-02,183.03,184.16,182.8,183.63,33809498
JPM,2026-03-03,183.06,183.91,182.16,183.13,24158366
JPM,2026-03-04,185.94,186.63,185.44,186.42,48478805
JPM,2026-03-05,185.9,187.49,185.04,185.78,31813803
JPM,2026-03-06,184.8,184.92,184.51,184.58,37070179
JPM,2026-03-09,188.02,188.27,186.83,187.08,32968301
JPM,2026-03-10,183.73,184.96,182.86,184.59,57943752
JPM,2026-03-11,182.01,182.52,181.2,182.27,56470461
JPM,2026-03-12,185.42,186.84,185.3,185.52,32355811
JPM,2026-03-13,188.86,189.17,187.26,188.06,24923205
JPM,2026-03-16,191.15,192.79,189.01,191.89,31651412
JPM,2026-03-17,191.94,193.4,190.85,191.76,53062910
JPM,2026-03-18,193.06,194.98,191.93,194.36,26895586
JPM,2026-03-19,190.06,193.14,189.52,192.02,16096775
JPM,2026-03-20,192.46,193.78,192.21,192.5,21441977
JPM,2026-03-23,198.33,198.72,197.32,197.42,54376677
JPM,2026-03-24,195.39,196.21,193.79,194.83,42348416
JPM,2026-03-25,198.77,199.54,198.33,198.85,18965571
JPM,2026-03-26,204.35,205.85,203.74,204.65,29399004
JPM,2026-03-27,205.31,206.16,202.17,205.45,53410157
JPM,2026-03-30,201.08,202.17,199.15,201.67,16995999
JPM,2026-03-31,204.76,205.53,204.75,205.33,36042226
JPM,2026-04-01,206.14,207.05,204.67,204.96,51854291
JPM,2026-04-02,202.73,203.38,201.83,203.18,29093262
JPM,2026-04-03,206.69,207.62,206.53,207.46,17378118
JPM,2026-04-06,210.05,211.23,208.75,210.49,26772890
JPM,2026-04-07,207.52,207.79,206.96,207.67,5865627
JPM,2026-04-08,206.5,206.83,205.64,206.65,10687951
JPM,2026-04-09,203.91,204.42,202.66,202.91,58265009
JPM,2026-04-10,208.07,210.78,206.55,207.85,24149326
JPM,2026-04-13,208.13,210.82,207.62,208.9,49298780
JPM,2026-04-14,202.31,203.39,202.16,203.26,7511744
JPM,2026-04-15,201.56,204.46,199.34,202.82,9077046
JPM,2026-04-16,206.54,207.3,203.81,205.08,56427622
JPM,2026-04-17,207.62,209.35,206.34,206.64,55831164
JPM,2026-04-20,199.25,201.25,197.71,200.17,26536822
JPM,2026-04-21,200.39,202.22,198.65,200.98,10724674
JPM,2026-04-22,202.86,203.38,201.83,202.05,29282636
JPM,2026-04-23,204.35,207.14,201.43,203.87,39424913
JPM,2026-04-24,199.57,200.7,199.21,200.28,5814903
JPM,2026-04-27,203.44,205.3,203.06,205.09,53149297
JPM,2026-04-28,206.54,207.48,206.24,206.96,42813258
JPM,2026-04-29,209.27,212.57,207.48,209.79,8994130
JPM,2026-04-30,210.88,211.49,210.29,211.18,6914510
JPM,2026-05-01,212.98,213.95,212.11,212.13,34110176
JPM,2026-05-04,209.67,211.68,208.9,209.17,18787682
JPM,2026-05-05,215.29,215.41,214.13,214.96,23850457
JPM,2026-05-06,213.26,215.22,213.06,214.26,13624240
JPM,2026-05-07,217.06,217.94,216.21,216.54,38413264
JPM,2026-05-08,211.86,211.91,211.05,211.73,22246905
JPM,2026-05-11,212.23,212.93,210.74,211.32,20159971
JPM,2026-05-12,214.85,215.12,213.81,214.28,40303388
JPM,2026-05-13,218.6,220.5,216.03,217.89,43579014
JPM,2026-05-14,219.64,220.49,219.27,219.93,26251727
JPM,2026-05-15,218.96,220.41,218.01,218.26,31603673
JPM,2026-05-18,220.79,223.99,220.33,222.88,21860201
JPM,2026-05-19,220.25,220.89,218.0,219.55,41900702
JPM,2026-05-20,218.28,219.15,217.5,218.69,16491535
JPM,2026-05-21,219.69,221.63,219.32,221.29,19033523
JPM,2026-05-22,222.23,223.51,220.66,223.02,35970211
JPM,2026-05-25,226.61,228.45,226.43,226.5,10558370
JPM,2026-05-26,224.96,228.01,224.42,226.69,7284130
JPM,2026-05-27,228.36,228.48,225.57,227.9,9887031
JPM,2026-05-28,222.88,222.99,222.1,222.28,26783640
JPM,2026-05-29,222.48,222.56,221.1,221.34,25040826
JPM,2026-06-01,222.87,223.43,222.6,223.17,6772023
JPM,2026-06-02,224.81,226.64,222.69,223.67,58380843
JPM,2026-06-03,228.01,229.28,226.07,226.23,37933877
JPM,2026-06-04,231.41,232.91,230.96,232.49,14851032
JPM,2026-06-05,233.57,233.91,230.97,231.88,22604850
JPM,2026-06-08,231.36,231.36,228.96,230.91,13023779
JPM,2026-06-09,229.28,230.06,227.74,229.77,23965534
JPM,2026-06-10,233.79,234.35,231.58,233.16,5495527
JPM,2026-06-11,238.89,241.45,238.68,239.87,40418828
JPM,2026-06-12,234.38,236.1,233.97,235.68,30251642
JPM,2026-06-15,236.37,237.82,235.79,237.01,44233503
JPM,2026-06-16,240.71,241.34,239.68,240.52,51029515
JPM,2026-06-17,243.52,244.86,241.5,242.73,5208534
JPM,2026-06-18,245.42,245.89,244.98,245.19,29124174
JPM,2026-06-19,247.64,249.19,246.04,246.53,13133921
JPM,2026-06-22,253.3,254.75,251.27,253.0,37334803
JPM,2026-06-23,252.23,255.1,252.12,252.9,42198734
JPM,2026-06-24,251.29,251.77,250.73,250.97,8474958
JPM,2026-06-25,252.81,253.68,250.15,252.0,6957266
JPM,2026-06-26,249.43,250.81,247.64,249.81,16810615
JPM,2026-06-29,245.05,245.1,244.58,244.68,47663035
JPM,2026-06-30,243.52,247.14,240.9,245.22,6792194
XOM,2026-01-01,116.3,117.19,116.07,116.36,48984714
XOM,2026-01-02,119.54,119.88,118.5,118.83,46366207
XOM,2026-01-05,119.59,119.76,118.71,119.38,15765288
XOM,2026-01-06,118.9,120.27,118.63,119.92,52458992
XOM,2026-01-07,118.24,119.8,117.83,118.78,18648682
XOM,2026-01-08,119.11,120.9,119.05,120.12,9674361
XOM,2026-01-09,120.16,120.54,119.92,120.29,48920044
XOM,2026-01-12,118.24,118.46,117.14,117.87,33535080
XOM,2026-01-13,116.24,117.11,116.13,117.02,30044804
XOM,2026-01-14,115.68,116.18,114.71,115.25,21888476
XOM,2026-01-15,113.64,114.01,113.21,113.98,6633083
XOM,2026-01-16,114.8,115.06,113.21,113.92,56470929
XOM,2026-01-19,113.03,113.59,112.42,113.31,33818208
XOM,2026-01-20,112.69,112.91,112.58,112.87,24238262
XOM,2026-01-21,111.57,112.93,111.01,112.22,45587493
XOM,2026-01-22,111.96,112.24,111.69,111.82,13041420
XOM,2026-01-23,114.63,114.93,113.61,113.83,20112033
XOM,2026-01-26,116.09,117.61,115.65,116.65,22245731
XOM,2026-01-27,116.56,116.82,116.44,116.69,41861658
XOM,2026-01-28,116.33,116.61,115.6,116.46,36282028
XOM,2026-01-29,115.06,115.11,114.68,114.79,9831948
XOM,2026-01-30,112.65,114.48,112.15,113.45,20604046
XOM,2026-02-02,115.25,115.91,114.36,115.43,52536634
XOM,2026-02-03,113.31,114.11,113.07,113.99,41739388
XOM,2026-02-04,113.58,114.49,112.66,113.33,36646221
XOM,2026-02-05,111.05,111.54,110.95,111.4,27500598
XOM,2026-02-06,113.37,113.76,112.56,113.69,34373909
XOM,2026-02-09,114.39,114.88,114.26,114.39,16862881
XOM,2026-02-10,114.55,115.65,114.27,114.96,47192907
XOM,2026-02-11,114.24,114.64,112.91,113.83,18061001
XOM,2026-02-12,115.46,116.27,114.97,115.02,57674360
XOM,2026-02-13,112.9,112.93,112.83,112.84,16605628
XOM,2026-02-16,110.43,110.94,109.29,110.59,56394351
XOM,2026-02-17,109.53,109.85,109.53,109.62,41867955
XOM,2026-02-18,112.01,112.89,111.65,111.72,31097775
XOM,2026-02-19,111.23,112.16,110.77,110.8,27433952
XOM,2026-02-20,110.84,112.08,110.29,111.68,25462605
XOM,2026-02-23,112.38,112.49,111.55,112.13,32031161
XOM,2026-02-24,112.32,113.32,111.46,111.61,20093636
XOM,2026-02-25,112.26,112.79,111.26,111.75,48279147
XOM,2026-02-26,111.3,112.01,111.14,111.46,14023695
XOM,2026-02-27,110.35,111.67,109.26,110.65,11330374
XOM,2026-03-02,108.97,109.54,108.08,108.72,12741886
XOM,2026-03-03,107.53,108.96,107.5,108.09,9045883
XOM,2026-03-04,108.79,109.4,108.44,109.08,23705092
XOM,2026-03-05,110.4,110.87,109.96,110.58,28021920
XOM,2026-03-06,112.25,113.46,111.75,112.04,46020012
XOM,2026-03-09,112.15,112.4,112.11,112.16,22603243
XOM,2026-03-10,111.75,112.07,110.71,110.9,18187051
XOM,2026-03-11,111.11,112.28,111.09,111.73,31514632
XOM,2026-03-12,113.14,113.33,112.47,113.26,30310040
XOM,2026-03-13,113.19,114.3,112.73,112.81,45857672
XOM,2026-03-16,113.04,113.1,111.57,112.18,38687629
XOM,2026-03-17,109.61,110.42,108.78,109.91,56093734
XOM,2026-03-18,108.58,108.72,108.31,108.4,44228045
